MOLECULE_CHEMBL_ID	MOLECULE_NAME	MOLECULE_TYPE	FIRST_APPROVAL	ATC_CODE	ATC_CODE_DESCRIPTION	USAN_STEM	MECHANISM_OF_ACTION	MECHANISM_COMMENT	SELECTIVITY_COMMENT	TARGET_CHEMBL_ID	TARGET_NAME	ACTION_TYPE	ORGANISM	TARGET_TYPE	SITE_NAME	BINDING_SITE_COMMENT	MECHANISM_REFS	CANONICAL_SMILES
CHEMBL507870	Telavancin	Small molecule	2009	J01XA03	J01XA03 [ANTIINFECTIVES FOR SYSTEMIC USE: ANTIBACTERIALS FOR SYSTEMIC USE: OTHER ANTIBACTERIALS: Glycopeptide antibacterials]		Cell outer membrane inhibitor			CHEMBL2364032	Cell outer membrane	INHIBITOR	Bacteria	SUBCELLULAR			Name:FDA, SrcID:label/2009/022110s000lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2009/022110s000lbl.pdf	CCCCCCCCCCNCCN[C@@]1(C)C[C@H](O[C@@H]2[C@@H](O)[C@H](O)[C@@H](CO)O[C@H]2Oc3c4Oc5ccc(cc5Cl)[C@@H](O)[C@@H](NC(=O)[C@@H](CC(C)C)NC)C(=O)N[C@@H](CC(=O)N)C(=O)N[C@H]6C(=O)N[C@H]7C(=O)N[C@@H]([C@H](O)c8ccc(Oc3cc6c4)c(Cl)c8)C(=O)N[C@H](C(=O)O)c9cc(O)c(CNCP(=O)(O)O)c(O)c9c%10cc7ccc%10O)O[C@@H](C)[C@H]1O
CHEMBL1201129	Decitabine	Small molecule	2006	L01BC08	L01BC08 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: ANTIMETABOLITES: Pyrimidine analogues]	-citabine	DNA inhibitor			CHEMBL2311221	DNA	INHIBITOR	Homo sapiens	NUCLEIC-ACID			Name:DailyMed, SrcID:setid=acaf6e50-7cd3-4431-98ef-d1c07e3ed8c2#section-13, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=acaf6e50-7cd3-4431-98ef-d1c07e3ed8c2#section-13|Name:Wikipedia, SrcID:DNA_methylation, URL:http://en.wikipedia.org/wiki/DNA_methylation	NC1=NC(=O)N(C=N1)[C@H]2C[C@H](O)[C@@H](CO)O2
CHEMBL1201328	Carphenazine	Small molecule	1982				Dopamine D2 receptor antagonist			CHEMBL217	Dopamine D2 receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:4889058, URL:http://europepmc.org/abstract/MED/4889058|Name:Wikipedia, SrcID:Carphenazine, URL:http://en.wikipedia.org/wiki/Carphenazine|Name:ISBN, SrcID:0443-059748 PP. 544, URL:http://www.isbnsearch.org/isbn/0443059748	CCC(=O)c1ccc2Sc3ccccc3N(CCCN4CCN(CCO)CC4)c2c1
CHEMBL1200694	Sevoflurane	Small molecule	1995	N01AB08	N01AB08 [NERVOUS SYSTEM: ANESTHETICS: ANESTHETICS, GENERAL: Halogenated hydrocarbons]	-flurane	Potassium channel subfamily K member 9 opener			CHEMBL2321614	Potassium channel subfamily K member 9	OPENER	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:16402123, URL:http://europepmc.org/abstract/MED/16402123|Name:PubMed, SrcID:22226507, URL:http://europepmc.org/abstract/MED/22226507|Name:PubMed, SrcID:21788314, URL:http://europepmc.org/abstract/MED/21788314	FCOC(C(F)(F)F)C(F)(F)F
CHEMBL697	Methsuximide	Small molecule	1957	N03AD03	N03AD03 [NERVOUS SYSTEM: ANTIEPILEPTICS: ANTIEPILEPTICS: Succinimide derivatives]		Voltage-gated T-type calcium channel blocker			CHEMBL2362995	Voltage-gated T-type calcium channel	BLOCKER	Homo sapiens	PROTEIN FAMILY			Name:PubMed, SrcID:12522170, URL:http://europepmc.org/abstract/MED/12522170|Name:PubMed, SrcID:11641441, URL:http://europepmc.org/abstract/MED/11641441	CN1C(=O)CC(C)(C1=O)c2ccccc2
CHEMBL1201603	Cryptenamine Tannates	Small molecule	1982				Unknown										Name:PubMed, SrcID:7192510, URL:http://europepmc.org/abstract/MED/7192510	
CHEMBL3545049	Bay-1125976	Small molecule					Serine/threonine-protein kinase AKT inhibitor	Allosteric inhibitor.		CHEMBL4282	Serine/threonine-protein kinase AKT	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DOI, SrcID:10.1158/1538-7445.AM2014-3685, URL:http://cancerres.aacrjournals.org/content/74/19_Supplement/3685|Name:DOI, SrcID:10.1158/1538-7445.AM2013-2050, URL:http://cancerres.aacrjournals.org/content/73/8_Supplement/2050	
CHEMBL3545120	Ce-245677	Small molecule					Tyrosine-protein kinase TIE-2 inhibitor	Also potent inhibitor of NTRK1 and NTRK2		CHEMBL4128	Tyrosine-protein kinase TIE-2	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:Other, SrcID:http://cancerres.aacrjournals.org/content/67/9_Supplement/3259.short, URL:http://cancerres.aacrjournals.org/content/67/9_Supplement/3259.short	
CHEMBL3545003	Msc-2363318a	Small molecule					Serine/threonine-protein kinase AKT3 inhibitor			CHEMBL4816	Serine/threonine-protein kinase AKT3	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:Other, SrcID:http://biopharma.merckgroup.com/en/research_development/pipeline/pipeline.html, URL:http://biopharma.merckgroup.com/en/research_development/pipeline/pipeline.html	
CHEMBL3545387	Sad448	Small molecule					Cannabinoid CB1 receptor agonist			CHEMBL218	Cannabinoid CB1 receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:17630726, URL:http://europepmc.org/abstract/MED/17630726|Name:PubMed, SrcID:24121462, URL:http://europepmc.org/abstract/MED/24121462	
CHEMBL2364652	Vantictumab	Antibody				-mab	Frizzled-1 antagonist	mAB		CHEMBL2346493	Frizzled-1	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:22753465, URL:http://europepmc.org/abstract/MED/22753465	
CHEMBL3545290	Prs-211375	Small molecule					Cannabinoid CB2 receptor agonist			CHEMBL253	Cannabinoid CB2 receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:20207474, URL:http://europepmc.org/abstract/MED/20207474|Name:PubMed, SrcID:14638775, URL:http://europepmc.org/abstract/MED/14638775	
CHEMBL41194	Pratosartan	Small molecule				-sartan	Solute carrier family 22 member 8 inhibitor			CHEMBL1641348	Solute carrier family 22 member 8	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:17674156, URL:http://europepmc.org/abstract/MED/17674156	CCCc1nc2CCCCC(=O)c2n1Cc3ccc(cc3)c4ccccc4c5nn[nH]n5
CHEMBL1742428	Donitriptan	Small molecule				-triptan	Serotonin 1b (5-HT1b) receptor agonist			CHEMBL1898	Serotonin 1b (5-HT1b) receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:10381763, URL:http://europepmc.org/abstract/MED/10381763	NCCc1c[nH]c2ccc(OCC(=O)N3CCN(CC3)c4ccc(cc4)C#N)cc12
CHEMBL1688243	Incb-9471	Small molecule					C-C chemokine receptor type 5 antagonist	HIV-1 entry inhibitor, noncompetitive CCR5 allosteric antagonist. Indication: HIV infections		CHEMBL274	C-C chemokine receptor type 5	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:24900235, URL:http://europepmc.org/abstract/MED/24900235|Name:PubMed, SrcID:21459966, URL:http://europepmc.org/abstract/MED/21459966	CCO[C@@H]1Cc2cc(ccc2[C@H]1N3CCN(C[C@@H]3C)C4(C)CCN(CC4)C(=O)c5c(C)ncnc5C)C(F)(F)F
CHEMBL2146883	Cobimetinib	Small molecule	2015	L01XE38	L01XE38 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Protein kinase inhibitors]	-tinib	Dual specificity mitogen-activated protein kinase kinase 1 inhibitor	Approved in Switzerland 2015 for use in combination with vemurafenib as a treatment for patients with advanced melanoma.		CHEMBL3587	Dual specificity mitogen-activated protein kinase kinase 1	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:22496205, URL:http://europepmc.org/abstract/MED/22496205|Name:DailyMed, SrcID:setid=c387579e-cee0-4334-bd1e-73f93ac1bde6, URL:http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=c387579e-cee0-4334-bd1e-73f93ac1bde6|Name:PubMed, SrcID:22084396, URL:http://europepmc.org/abstract/MED/22084396	OC1(CN(C1)C(=O)c2ccc(F)c(F)c2Nc3ccc(I)cc3F)[C@@H]4CCCCN4
CHEMBL562668	Otenabant	Small molecule				-nab-	Cannabinoid CB1 receptor antagonist	Development Discontinuedbecause of potential serious side effects linked to targetting of CNR1 (http://en.wikipedia.org/wiki/Otenabant).		CHEMBL218	Cannabinoid CB1 receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:19102698, URL:http://europepmc.org/abstract/MED/19102698	CCNC1(CCN(CC1)c2ncnc3c2nc(c4ccccc4Cl)n3c5ccc(Cl)cc5)C(=O)N
CHEMBL2336071	Siponimod	Small molecule				-imod	Sphingosine 1-phosphate receptor Edg-1 agonist			CHEMBL4333	Sphingosine 1-phosphate receptor Edg-1	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:22646698, URL:http://europepmc.org/abstract/MED/22646698|Name:PubMed, SrcID:23285242, URL:http://europepmc.org/abstract/MED/23285242	CCc1cc(ccc1CN2CC(C2)C(=O)O)\C(=N\OCc3ccc(C4CCCCC4)c(c3)C(F)(F)F)\C
CHEMBL2108675	Dupilumab	Antibody	2017			-mab	Interleukin-4 receptor subunit alpha antagonist			CHEMBL3580490	Interleukin-4 receptor subunit alpha	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:23688323, URL:http://europepmc.org/abstract/MED/23688323	
CHEMBL2103839	Ridaforolimus	Small molecule		L01XE19	L01XE19 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Protein kinase inhibitors]	-imus	Serine/threonine-protein kinase mTOR inhibitor			CHEMBL2842	Serine/threonine-protein kinase mTOR	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:18451242, URL:http://europepmc.org/abstract/MED/18451242	CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(/C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(/C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)OC)CC[C@H]1OP(=O)(C)C
CHEMBL2017179	Evacetrapib	Small molecule				-cetrapib	Cholesteryl ester transfer protein inhibitor	Benzazepine-based CETP inhibitor		CHEMBL3572	Cholesteryl ester transfer protein	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:21957197, URL:http://europepmc.org/abstract/MED/21957197	Cc1cc(C)c2N(C[C@@H]3CC[C@H](CC3)C(=O)O)CCC[C@H](N(Cc4cc(cc(c4)C(F)(F)F)C(F)(F)F)c5nnn(C)n5)c2c1
CHEMBL298734	Lonafarnib	Small molecule				-farnib	Protein farnesyltransferase inhibitor			CHEMBL2094108	Protein farnesyltransferase	INHIBITOR	Homo sapiens	PROTEIN COMPLEX			Name:PubMed, SrcID:9810004, URL:http://europepmc.org/abstract/MED/9810004	NC(=O)N1CCC(CC(=O)N2CCC(CC2)[C@H]3c4ncc(Br)cc4CCc5cc(Cl)cc(Br)c35)CC1
CHEMBL1770248	Ertugliflozin	Small molecule				-gliflozin	Sodium/glucose cotransporter 2 inhibitor		It shows >2000-fold selectivity for SGLT2 inhibition (relative to SGLT1) in vitro	CHEMBL3884	Sodium/glucose cotransporter 2	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:21690265, URL:http://europepmc.org/abstract/MED/21690265	CCOc1ccc(Cc2cc(ccc2Cl)[C@]34OC[C@](CO)(O3)[C@@H](O)[C@H](O)[C@H]4O)cc1
CHEMBL3544911	Prexasertib	Small molecule				-sertib	Serine/threonine-protein kinase Chk1 inhibitor	Selective ATP competitor inhibitor of Chk1 and Chk2 proteins		CHEMBL4630	Serine/threonine-protein kinase Chk1	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:27438145, URL:http://europepmc.org/abstract/MED/27438145	COc1cccc(OCCCN)c1c2cc(Nc3cnc(cn3)C#N)n[nH]2
CHEMBL3833357	Begelomab	Antibody				-mab	Dipeptidyl peptidase IV inhibitor	Inhibits the activation of T-cells reducing the immune response occurring during steroid resistant aGvHD.		CHEMBL284	Dipeptidyl peptidase IV	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:Other, SrcID:http://www.ema.europa.eu/docs/en_GB/document_library/Application_withdrawal_assessment_report/human/004144/WC500219766.pdf, URL:http://www.ema.europa.eu/docs/en_GB/document_library/Application_withdrawal_assessment_report/human/004144/WC500219766.pdf|Name:Other, SrcID:https://www.karger.com/Article/Pdf/206319, URL:https://www.karger.com/Article/Pdf/206319	
CHEMBL1742989	Bavituximab	Antibody				-mab	Phosphatidylserine inhibitor	In most tissues, the principal target of bavituximab, phosphatidylserine (PS), is restricted to the internal surface of the cell membrane. Bavituximab binds a complex of beta2 glycoprotein 1 (beta2GP1) and PS, triggering antitumor effects via a number of mechanisms. Principally, bavituximab acts as a vascular targeting agent. The bavituximab–beta2GP1–PS complex induces host effector processes such as antibody-dependent cellular cytotoxicity, resulting in vascular destruction.		CHEMBL3833422	Phosphatidylserine	INHIBITOR	Homo sapiens	LIPID			Name:PubMed, SrcID:15899833, URL:http://europepmc.org/abstract/MED/15899833|Name:Other, SrcID:http://www.peregrineinc.com/pipeline/bavituximab-oncology.html, URL:http://www.peregrineinc.com/pipeline/bavituximab-oncology.html|Name:PubMed, SrcID:21989064, URL:http://europepmc.org/abstract/MED/21989064	
CHEMBL2109339	Mln-1202	Antibody					C-C chemokine receptor type 2 antagonist			CHEMBL4015	C-C chemokine receptor type 2	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:Other, SrcID:https://www.takeda.com/research/files/pipeline_20160729_en.pdf, URL:https://www.takeda.com/research/files/pipeline_20160729_en.pdf|Name:PubMed, SrcID:18576354, URL:http://europepmc.org/abstract/MED/18576354	
CHEMBL2109346	Ame-133v	Antibody					Integrin beta-2 inhibitor	Mediates antibody-dependent cell-mediated cytotoxicity (ADCC) (10-fold increase in ADCC than rituximab).		CHEMBL3631	Integrin beta-2	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:26792592, URL:http://europepmc.org/abstract/MED/26792592|Name:PubMed, SrcID:22223529, URL:http://europepmc.org/abstract/MED/22223529	
CHEMBL2109582	81c6	Antibody					Tenascin binding agent	Radioimaging and radioimmunotherapeutic activities.		CHEMBL3712856	Tenascin	BINDING AGENT	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:2452014, URL:http://europepmc.org/abstract/MED/2452014	
CHEMBL2109589	L19tnfa	Antibody					Fibronectin binding agent	Immunocytokine. Immunostimulant.		CHEMBL3810	Fibronectin	BINDING AGENT	Homo sapiens	SINGLE PROTEIN		Directed against the extra-domain B (ED-B) of fibronectin (L19).	Name:PubMed, SrcID:12810649, URL:http://europepmc.org/abstract/MED/12810649	
CHEMBL1581	Perindopril	Small molecule	1993	C09AA04	C09AA04 [CARDIOVASCULAR SYSTEM: AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM: ACE INHIBITORS, PLAIN: ACE inhibitors, plain]	-pril	Angiotensin-converting enzyme inhibitor			CHEMBL1808	Angiotensin-converting enzyme	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:FDA, SrcID:label/2015/020184s022lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/020184s022lbl.pdf|Name:FDA, SrcID:label/2015/205003s001lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/205003s001lbl.pdf/label/2015/205003s001lbl.pdf|Name:DailyMed, SrcID:setid=c9d01204-2789-40d0-93e9-e4cf018e8226, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=c9d01204-2789-40d0-93e9-e4cf018e8226	CCC[C@H](N[C@@H](C)C(=O)N1[C@H]2CCCC[C@H]2C[C@H]1C(=O)O)C(=O)OCC
CHEMBL1201	Thiothixene	Small molecule	1967	N05AF04	N05AF04 [NERVOUS SYSTEM: PSYCHOLEPTICS: ANTIPSYCHOTICS: Thioxanthene derivatives]		Dopamine D2 receptor antagonist			CHEMBL217	Dopamine D2 receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:11873706, URL:http://europepmc.org/abstract/MED/11873706|Name:PubMed, SrcID:15694263, URL:http://europepmc.org/abstract/MED/15694263|Name:PubMed, SrcID:11103886, URL:http://europepmc.org/abstract/MED/11103886|Name:Wikipedia, SrcID:Antipsychotic#Mechanism_of_action, URL:http://en.wikipedia.org/wiki/Antipsychotic#Mechanism_of_action|Name:PubMed, SrcID:3039860, URL:http://europepmc.org/abstract/MED/3039860	CN(C)S(=O)(=O)c1ccc2Sc3ccccc3\C(=C\CCN4CCN(C)CC4)\c2c1
CHEMBL1200692	Olmesartan Medoxomil	Small molecule	2002	C09CA08	C09CA08 [CARDIOVASCULAR SYSTEM: AGENTS ACTING ON THE RENIN-ANGIOTENSIN SYSTEM: ANGIOTENSIN II ANTAGONISTS, PLAIN: Angiotensin II antagonists, plain]	-sartan	Type-1 angiotensin II receptor antagonist			CHEMBL227	Type-1 angiotensin II receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=d4b8a490-d96f-414e-b020-9460625c40ef#section-14, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=d4b8a490-d96f-414e-b020-9460625c40ef#section-14	CCCc1nc(c(C(=O)OCC2=C(C)OC(=O)O2)n1Cc3ccc(cc3)c4ccccc4c5nnn[nH]5)C(C)(C)O
CHEMBL1201629	Insulin Purified Beef	Protein	1980	A10AD02; A10AB02; A10AC02; A10AE02	A10AD02 [ALIMENTARY TRACT AND METABOLISM: DRUGS USED IN DIABETES: INSULINS AND ANALOGUES: Insulins and analogues for injection, intermediate- or long-acting combined with fast-acting]; A10AB02 [ALIMENTARY TRACT AND METABOLISM: DRUGS USED IN DIABETES: INSULINS AND ANALOGUES: Insulins and analogues for injection, fast-acting]; A10AC02 [ALIMENTARY TRACT AND METABOLISM: DRUGS USED IN DIABETES: INSULINS AND ANALOGUES: Insulins and analogues for injection, intermediate-acting]; A10AE02 [ALIMENTARY TRACT AND METABOLISM: DRUGS USED IN DIABETES: INSULINS AND ANALOGUES: Insulins and analogues for injection, long-acting]		Insulin receptor agonist			CHEMBL1981	Insulin receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:FDA, SrcID:label/2015/022472s006s008lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/022472s006s008lbl.pdf|Name:DailyMed, SrcID:setid=457531f0-9331-47fe-90b5-b31f284044dc, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=457531f0-9331-47fe-90b5-b31f284044dc	
CHEMBL831	Loxapine	Small molecule	1975	N05AH01	N05AH01 [NERVOUS SYSTEM: PSYCHOLEPTICS: ANTIPSYCHOTICS: Diazepines, oxazepines, thiazepines and oxepines]	-pin(e)	Serotonin 2a (5-HT2a) receptor antagonist			CHEMBL224	Serotonin 2a (5-HT2a) receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=50e11732-7387-452d-b3e6-db3a431d5c4a#nlm34090-1, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=50e11732-7387-452d-b3e6-db3a431d5c4a#nlm34090-1|Name:FDA, SrcID:label/2012/022549s000lbl.pdf, URL:http://www.accessdata.fda.gov/drugsatfda_docs/label/2012/022549s000lbl.pdf	CN1CCN(CC1)C2=Nc3ccccc3Oc4ccc(Cl)cc24
CHEMBL712	Anisindione	Small molecule	1957				Vitamin K-dependent gamma-carboxylase inhibitor			CHEMBL2012	Vitamin K-dependent gamma-carboxylase	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:ISBN, SrcID:978-8184485516 PP. 207, URL:http://www.isbnsearch.org/isbn/9788184485516|Name:PubMed, SrcID:3781349, URL:http://europepmc.org/abstract/MED/3781349	COc1ccc(cc1)C2C(=O)c3ccccc3C2=O
CHEMBL592	Levorphanol	Small molecule	1991			-orphan-	Mu opioid receptor agonist			CHEMBL233	Mu opioid receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=a6120c36-30b8-491e-8555-29a60d6f9f5b, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=a6120c36-30b8-491e-8555-29a60d6f9f5b|Name:DailyMed, SrcID:archiveid=187035, URL:http://www.dailymed.nlm.nih.gov/dailymed/archives/fdaDrugInfo.cfm?archiveid=187035|Name:DailyMed, SrcID:archiveid=13719, URL:http://www.dailymed.nlm.nih.gov/dailymed/archives/fdaDrugInfo.cfm?archiveid=13719	CN1CC[C@]23CCCC[C@H]2[C@H]1Cc4ccc(O)cc34
CHEMBL1595	Dihydrocodeine	Small molecule	1983	N02AA58; N02AA08	N02AA58 [NERVOUS SYSTEM: ANALGESICS: OPIOIDS: Natural opium alkaloids]; N02AA08 [NERVOUS SYSTEM: ANALGESICS: OPIOIDS: Natural opium alkaloids]		Mu opioid receptor agonist			CHEMBL233	Mu opioid receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:Wikipedia, SrcID:Dihydrocodeine, URL:http://en.wikipedia.org/wiki/Dihydrocodeine|Name:PubMed, SrcID:11762966, URL:http://europepmc.org/abstract/MED/11762966	COc1ccc2C[C@@H]3[C@@H]4CC[C@H](O)[C@@H]5Oc1c2[C@]45CCN3C
CHEMBL635	Prednisone	Small molecule	1955	A07EA03; H02AB07	A07EA03 [ALIMENTARY TRACT AND METABOLISM: ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS: INTESTINAL ANTIINFLAMMATORY AGENTS: Corticosteroids acting locally]; H02AB07 [SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS: CORTICOSTEROIDS FOR SYSTEMIC USE: CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN: Glucocorticoids]	pred-	Glucocorticoid receptor agonist			CHEMBL2034	Glucocorticoid receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:PubMed, SrcID:22850902, URL:http://europepmc.org/abstract/MED/22850902|Name:Wikipedia, SrcID:Glucocorticoid, URL:http://en.wikipedia.org/wiki/Glucocorticoid|Name:ISBN, SrcID:978-1-889788-85-2, URL:http://www.isbnsearch.org/isbn/9781889788852	C[C@]12CC(=O)[C@H]3[C@@H](CCC4=CC(=O)C=C[C@]34C)[C@@H]1CC[C@]2(O)C(=O)CO
CHEMBL1200538	Betamethasone Acetate	Small molecule	1965	S02BA07; D07AC01; D07XC01; R01AD06; S01CB04; H02AB01; C05AA05; A07EA04; S01BA06; S03BA03; R03BA04	S02BA07 [SENSORY ORGANS: OTOLOGICALS: CORTICOSTEROIDS: Corticosteroids]; D07AC01 [DERMATOLOGICALS: CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS: CORTICOSTEROIDS, PLAIN: Corticosteroids, potent (group III)]; D07XC01 [DERMATOLOGICALS: CORTICOSTEROIDS, DERMATOLOGICAL PREPARATIONS: CORTICOSTEROIDS, OTHER COMBINATIONS: Corticosteroids, potent, other combinations]; R01AD06 [RESPIRATORY SYSTEM: NASAL PREPARATIONS: DECONGESTANTS AND OTHER NASAL PREPARATIONS FOR TOPICAL USE: Corticosteroids]; S01CB04 [SENSORY ORGANS: OPHTHALMOLOGICALS: ANTIINFLAMMATORY AGENTS AND ANTIINFECTIVES IN COMBINATION: Corticosteroids/antiinfectives/mydriatics in combination]; H02AB01 [SYSTEMIC HORMONAL PREPARATIONS, EXCL. SEX HORMONES AND INSULINS: CORTICOSTEROIDS FOR SYSTEMIC USE: CORTICOSTEROIDS FOR SYSTEMIC USE, PLAIN: Glucocorticoids]; C05AA05 [CARDIOVASCULAR SYSTEM: VASOPROTECTIVES: AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE: Corticosteroids]; A07EA04 [ALIMENTARY TRACT AND METABOLISM: ANTIDIARRHEALS, INTESTINAL ANTIINFLAMMATORY/ANTIINFECTIVE AGENTS: INTESTINAL ANTIINFLAMMATORY AGENTS: Corticosteroids acting locally]; S01BA06 [SENSORY ORGANS: OPHTHALMOLOGICALS: ANTIINFLAMMATORY AGENTS: Corticosteroids, plain]; S03BA03 [SENSORY ORGANS: OPHTHALMOLOGICAL AND OTOLOGICAL PREPARATIONS: CORTICOSTEROIDS: Corticosteroids]; R03BA04 [RESPIRATORY SYSTEM: DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES: OTHER DRUGS FOR OBSTRUCTIVE AIRWAY DISEASES, INHALANTS: Glucocorticoids]		Glucocorticoid receptor agonist			CHEMBL2034	Glucocorticoid receptor	AGONIST	Homo sapiens	SINGLE PROTEIN			Name:ISBN, SrcID:9780702034718 PP. 401, URL:http://www.isbnsearch.org/isbn/9780702034718	C[C@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C
CHEMBL477772	Pazopanib	Small molecule	2009	L01XE11	L01XE11 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Protein kinase inhibitors]	-anib	Fibroblast growth factor receptor 3 inhibitor			CHEMBL2742	Fibroblast growth factor receptor 3	INHIBITOR	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=f5b7b3a4-c3a4-4722-8ca5-8f6a5c622553#section-14, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=f5b7b3a4-c3a4-4722-8ca5-8f6a5c622553#section-14	CN(c1ccc2c(C)n(C)nc2c1)c3ccnc(Nc4ccc(C)c(c4)S(=O)(=O)N)n3
CHEMBL1276308	Mifepristone	Small molecule	2000	G03XB01; G03XB51	G03XB01 [GENITO URINARY SYSTEM AND SEX HORMONES: SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM: OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM: Progesterone receptor modulators]; G03XB51 [GENITO URINARY SYSTEM AND SEX HORMONES: SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM: OTHER SEX HORMONES AND MODULATORS OF THE GENITAL SYSTEM: Progesterone receptor modulators]	-pristone	Progesterone receptor antagonist		Selective	CHEMBL208	Progesterone receptor	ANTAGONIST	Homo sapiens	SINGLE PROTEIN			Name:DailyMed, SrcID:setid=542f3fae-8bc8-4f00-9228-e4b66c9ad6a9, URL:http://dailymed.nlm.nih.gov/dailymed/lookup.cfm?setid=542f3fae-8bc8-4f00-9228-e4b66c9ad6a9	CC#C[C@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CCC4=C3[C@H](C[C@]12C)c5ccc(cc5)N(C)C
