PARENT_MOLREGNO	CHEMBL_ID	SYNONYMS	DEVELOPMENT_PHASE	RESEARCH_CODES	APPLICANTS	USAN_STEM	USAN_STEM_DEFINITION	USAN_STEM_SUBSTEM	USAN_YEAR	FIRST_APPROVAL	ATC_CODE	ATC_CODE_DESCRIPTION	INDICATION_CLASS	SC_PATENT	DRUG_TYPE	RULE_OF_FIVE	FIRST_IN_CLASS	CHIRALITY	PRODRUG	ORAL	PARENTERAL	TOPICAL	BLACK_BOX	AVAILABILITY_TYPE	WITHDRAWN_YEAR	WITHDRAWN_COUNTRY	WITHDRAWN_REASON	CANONICAL_SMILES
16584	CHEMBL570	"Triflupromazine (BAN, FDA, INN, USP); Triflupromazine HCl (FDA, JAN, USP);"	4		Apothecon Inc Div Bristol Myers Squibb; Bristol Myers Squibb Co; Apothecon Sub Bristol Myers Squibb Co					1957	N05AA05	N05AA05 [NERVOUS SYSTEM: PSYCHOLEPTICS: ANTIPSYCHOTICS: Phenothiazines with aliphatic side-chain]	Antipsychotic		Synthetic Small Molecule	N	N	Achiral Molecule	N	Y	Y	N	N	Discontinued				CN(C)CCCN1c2ccccc2Sc3ccc(cc13)C(F)(F)F
282577	CHEMBL169901	"Debrisoquin Sulfate (USAN); Debrisoquine (BAN, INN);"	4	Ro-533071					1965		C02CC04	"C02CC04 [CARDIOVASCULAR SYSTEM: ANTIHYPERTENSIVES: ANTIADRENERGIC AGENTS, PERIPHERALLY ACTING: Guanidine derivatives]"	Antihypertensive		Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				NC(=N)N1CCc2ccccc2C1
28963	CHEMBL416557	Dioxifedrine (INN);	0			#NAME?	sympathomimetics	#NAME?							Synthetic Small Molecule	Y	N	Racemic Mixture	N	N	N	N	N	Unknown				CNC(C)C(O)c1ccc(O)c(O)c1
86198	CHEMBL57358	"Enofelast (INN, USAN);"	0	BI-L-239		#NAME?	"antiasthmatics/antiallergics (not acting primarily as antihistamines,leukotriene biosynthesis inhibitors)"	#NAME?	1992				Anti-Asthmatic		Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				Cc1cc(\C=C\c2ccc(F)cc2)cc(C)c1O
229058	CHEMBL1231	"Oxybutynin HCl (JAN); Oxybutynin (BAN, FDA, INN, USAN); Oxybutynin Chloride (FDA, USAN, USP);"	4	MJ-4309-1; 5058	Allergan Sales Llc; Janssen Pharmaceuticals Inc; Silarx Pharmaceuticals Inc; Apotex Inc; Quantum Pharmics Ltd; Unique Pharmaceutical Laboratories; Impax Pharmaceuticals; Barr Laboratories Inc Sub Teva Pharmaceuticals Usa; Ortho Mcneil Janssen Pharmaceuticals Inc; Usl Pharma Inc				1962	1975	G04BD04	G04BD04 [GENITO URINARY SYSTEM AND SEX HORMONES: UROLOGICALS: UROLOGICALS: Drugs for urinary frequency and incontinence]	Anticholinergic	US-6743441-B2	Synthetic Small Molecule	Y	N	Racemic Mixture	N	Y	N	Y	N	Over-The-Counter				CCN(CC)CC#CCOC(=O)C(O)(C1CCCCC1)c2ccccc2
34757	CHEMBL718	Methyldopa (racemic)	4			#NAME?	dopamine receptor agonists	#NAME?			C02AB02	"C02AB02 [CARDIOVASCULAR SYSTEM: ANTIHYPERTENSIVES: ANTIADRENERGIC AGENTS, CENTRALLY ACTING: Methyldopa]"			Synthetic Small Molecule	Y	N	Racemic Mixture	N	N	N	N	N	Unknown				CC(N)(Cc1ccc(O)c(O)c1)C(=O)O
164806	CHEMBL99701	"Imidaprilat (BAN, INN);"	0	6366A		#NAME?	antihypertensives (ACE inhibitors): diacid analogs	#NAME?							Synthetic Small Molecule	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N2[C@@H](CN(C)C2=O)C(=O)O
83610	CHEMBL217642	Oxeclosporin (INN);	0			#NAME?	cyclosporine derivatives	#NAME?							Oligopeptide	N	N	Single Stereoisomer	N	N	N	N	N	Unknown				CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](COCCO)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C
363089	CHEMBL415049	Barasertib (INN);	3	AZD-1152		#NAME?	serine/threonine kinase inhibitors	#NAME?							Synthetic Small Molecule	N	N	Achiral Molecule	Y	N	N	N	N	Unknown				CCN(CCCOc1ccc2c(Nc3cc(CC(=O)Nc4cccc(F)c4)[nH]n3)ncnc2c1)CCOP(=O)(O)O
610123	CHEMBL606759	"Glucosamine (INN, NF, USAN); Glucosamine HCl (NF);"	4						1971		M01AX05	"M01AX05 [MUSCULO-SKELETAL SYSTEM: ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS: ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS: Other antiinflammatory and antirheumatic agents, non-steroids]"	Pharmaceutic Aid		Natural Product-derived	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				N[C@H]1[C@@H](O)O[C@H](CO)[C@@H](O)[C@@H]1O
223511	CHEMBL134570	Afalanine (INN);	0												Synthetic Small Molecule	Y	N	Racemic Mixture	N	N	N	N	N	Unknown				CC(=O)NC(Cc1ccccc1)C(=O)O
231249	CHEMBL342372	"Utibaprilat (BAN, INN);"	0			#NAME?	antihypertensives (ACE inhibitors): diacid analogs	#NAME?							Synthetic Small Molecule	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				C[C@H](N[C@@H](CCc1ccccc1)C(=O)O)C(=O)N2N=C(S[C@H]2C(=O)O)C(C)(C)C
267967	CHEMBL159660	"Alphamethadol (BAN, DCF, INN);"	0			#NAME?	analgesics (mixed opiate receptor agonists/antagonists)	#NAME?							Synthetic Small Molecule	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				CC[C@@H](O)C(C[C@@H](C)N(C)C)(c1ccccc1)c2ccccc2
465356	CHEMBL1614	"Deslanoside (BAN, FDA, INN, JAN, USP);"	4		Novartis Pharmaceuticals Corp					1982	C01AA07	C01AA07 [CARDIOVASCULAR SYSTEM: CARDIAC THERAPY: CARDIAC GLYCOSIDES: Digitalis glycosides]	Cardiotonic		Natural Product-derived	N	N	Single Stereoisomer	N	N	Y	N	N	Discontinued				C[C@H]1O[C@H](C[C@H](O)[C@@H]1O[C@H]2C[C@H](O)[C@H](O[C@H]3C[C@H](O)[C@H](O[C@@H]4O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)[C@@H](C)O3)[C@@H](C)O2)O[C@H]5CC[C@@]6(C)[C@H](CC[C@@H]7[C@@H]6C[C@@H](O)[C@]8(C)[C@H](CC[C@]78O)C9=CC(=O)OC9)C5
4815	CHEMBL8965	"Rosaramicin Sodium Phosphate (USAN); Rosaramicin Stearate (USAN); Rosaramicin (BAN, INN, USAN);"	0	SCH-14947 Stearate; SCH-14947		#NAME?	antibiotics (Micromonospora strains)	#NAME?	1973				Antibacterial		Natural Product-derived	N	N	Single Stereoisomer	N	N	N	N	N	Unknown				CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@@H]([C@H]2O)N(C)C)[C@@H](CC=O)C[C@@H](C)C(=O)\C=C\[C@]3(C)O[C@H]3[C@@H]1C
23448	CHEMBL279085	Talipexole (INN);	0												Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				Nc1nc2CCN(CC=C)CCc2s1
707528	CHEMBL1258517	PKI-179	1	PKI-179											Synthetic Small Molecule	Y	N	Racemic Mixture	N	N	N	N	N	Unknown				O=C(Nc1ccncc1)Nc2ccc(cc2)c3nc(nc(n3)N4C5CCC4COC5)N6CCOCC6
57493	CHEMBL828	"Phenothiazine (INN, MI, NF);"	0												Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				N1c2ccccc2Sc3ccccc13
680641	CHEMBL1206690	"Parecoxib sodium (USAN); Parecoxib (BAN, INN, USAN);"	4	SC-69124A; SC-69124		#NAME?	cyclooxygenase-2 inhibitors	#NAME?	1998		M01AH04	"M01AH04 [MUSCULO-SKELETAL SYSTEM: ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS: ANTIINFLAMMATORY AND ANTIRHEUMATIC PRODUCTS, NON-STEROIDS: Coxibs]"			Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				CCC(=O)NS(=O)(=O)c1ccc(cc1)c2c(C)onc2c3ccccc3
88800	CHEMBL56564	"Tropisetron (BAN, INN);"	4	ICS-205-930		-setron; trop-	serotonin 5-HT3 antagonists; atropine derivatives	-setron; trop-			A04AA03	A04AA03 [ALIMENTARY TRACT AND METABOLISM: ANTIEMETICS AND ANTINAUSEANTS: ANTIEMETICS AND ANTINAUSEANTS: Serotonin (5HT3) antagonists]			Synthetic Small Molecule	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				CN1[C@@H]2CC[C@H]1C[C@H](C2)OC(=O)c3c[nH]c4ccccc34
397524	CHEMBL231779	"Apixaban (FDA, INN, USAN);"	4	BMS-562247-01; BMS-562247	Bristol Myers Squibb Co Pharmaceutical Research Institute	#NAME?	antithrombotic: blood coagulation factor XA inhibitors	#NAME?	2005	2012	B01AF02	B01AF02 [BLOOD AND BLOOD FORMING ORGANS: ANTITHROMBOTIC AGENTS: ANTITHROMBOTIC AGENTS: Direct factor Xa inhibitors]		US-6413980-B1	Synthetic Small Molecule	Y	N	Achiral Molecule	N	Y	N	N	Y	Prescription-only				COc1ccc(cc1)n2nc(C(=O)N)c3CCN(C(=O)c23)c4ccc(cc4)N5CCCCC5=O
139281	CHEMBL1072	"Bumetanide (BAN, FDA, INN, JAN, USAN, USP);"	4	Ro-106338	Validus Pharmaceuticals Inc; Eurohealth International Sarl; Hospira Inc; Amphastar Pharmaceuticals Inc; Sandoz Inc; Ivax Pharmaceuticals Inc Sub Teva Pharmaceuticals Usa; Teva Parenteral Medicines Inc	#NAME?	diuretics (piretanide type)	#NAME?	1976	1983	C03CA02	"C03CA02 [CARDIOVASCULAR SYSTEM: DIURETICS: HIGH-CEILING DIURETICS: Sulfonamides, plain]"	Diuretic		Synthetic Small Molecule	Y	N	Achiral Molecule	N	Y	Y	N	Y	Prescription-only				CCCCNc1cc(cc(c1Oc2ccccc2)S(=O)(=O)N)C(=O)O
77129	CHEMBL50588	"Emetine (BAN, BAN); Emetine HCl (USP);"	0	GNF-Pf-196; TCMDC-125531							P01AX52; P01AX02	"P01AX52 [ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS: ANTIPROTOZOALS: AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES: Other agents against amoebiasis and other protozoal diseases]; P01AX02 [ANTIPARASITIC PRODUCTS, INSECTICIDES AND REPELLENTS: ANTIPROTOZOALS: AGENTS AGAINST AMOEBIASIS AND OTHER PROTOZOAL DISEASES: Other agents against amoebiasis and other protozoal diseases]"	Anti-Amebic		Synthetic Small Molecule	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				CC[C@H]1CN2CCc3cc(OC)c(OC)cc3[C@@H]2C[C@@H]1C[C@H]4NCCc5cc(OC)c(OC)cc45
17124	CHEMBL275835	Darbufelone mesylate (USAN); Darbufelone (INN);	0	CI-1004					1998						Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				CC(C)(C)c1cc(\C=C\2/SC(=NC2=O)N)cc(c1O)C(C)(C)C
29831	CHEMBL23330	Tretazicar (INN);	2	CB-1954											Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				NC(=O)c1cc(N2CC2)c(cc1[N+](=O)[O-])[N+](=O)[O-]
84592	CHEMBL291962	"Leucine (INN, USAN, USP); L-Leucine (JAN);"	3						1979				Amino Acid		Synthetic Small Molecule	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				CC(C)C[C@H](N)C(=O)O
559790	CHEMBL564829	Milciclib (INN);	2	PHA-848125		#NAME?	cyclin dependent kinase inhibitors	#NAME?							Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				CNC(=O)c1nn(C)c2c3nc(Nc4ccc(cc4)N5CCN(C)CC5)ncc3CC(C)(C)c12
675097	CHEMBL1201146	"Norethindrone acetate (FDA, USP);"	4		Lupin Atlantis Holdings Sa; Amneal Pharmaceuticals Llc; Novast Laboratories Ltd; Glenmark Generics Ltd; Amneal Pharmaceuticals; Glenmark Pharmaceuticals Ltd; Breckenridge Pharmaceutical Inc; Glenmark Generics Ltd India; Duramed Research Inc; Vintage Pharmaceuticals Llc					1973			Progestin	US-6036976-A	Natural Product-derived	Y	N	Single Stereoisomer	Y	Y	Y	Y	N	Prescription-only				CC(=O)O[C@]1(CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@@H]4[C@H]3CC[C@]12C)C#C
674902	CHEMBL1200951	"Fluphenazine (BAN, INN); Fluphenazine Enanthate (FDA, JAN, USP); Fluphenazine Maleate (JAN);"	4		Apothecon Inc Div Bristol Myers Squibb					1967	N05AB02	N05AB02 [NERVOUS SYSTEM: PSYCHOLEPTICS: ANTIPSYCHOTICS: Phenothiazines with piperazine structure]	Antipsychotic		Synthetic Small Molecule	N	N	Achiral Molecule	Y	N	Y	N	N	Discontinued				CCCCCCC(=O)OCCN1CCN(CCCN2c3ccccc3Sc4ccc(cc24)C(F)(F)F)CC1
6643	CHEMBL490	"Paroxetine HCl (FDA, USP); Paroxetine mesylate (FDA, USAN); Paroxetine (BAN, INN, USAN, USP);"	4	BRL-29060; POT.MES	Sun Pharmaceutical Industries Inc; Teva Pharmaceuticals Usa; Sebela Ireland Ltd; Apotex Inc; Prinston Pharmaceutical Inc; Upsher-Smith Laboratories Inc; Mylan Pharmaceuticals Inc; Roxane Laboratories Inc; Jubilant Generics Ltd; Zydus Pharmaceuticals Usa Inc	#NAME?	antidepressants (fluoxetine type)	#NAME?	1989	1992	N06AB05	N06AB05 [NERVOUS SYSTEM: PSYCHOANALEPTICS: ANTIDEPRESSANTS: Selective serotonin reuptake inhibitors]	Antidepressant	US-5874447-A	Synthetic Small Molecule	Y	N	Single Stereoisomer	N	Y	N	N	Y	Prescription-only				Fc1ccc(cc1)[C@@H]2CCNC[C@H]2COc3ccc4OCOc4c3
1795	CHEMBL33	"Levofloxacin (BAN, FDA, INN, JAN, USAN);"	4	DR-3355; RWJ-25213	Wockhardt Ltd; Hi Tech Pharmacal Co Inc; Fresenius Kabi Usa Llc; Mylan Pharmaceuticals Inc; Jubilant Generics Ltd; Cipla Ltd; Aurobindo Pharma Limited; Apotex Inc; Acs Dobfar Info Sa; Macleods Pharmaceuticals Ltd	#NAME?	antibacterials (quinolone derivatives)	#NAME?	1996	1996	S01AE05; J01MA12	S01AE05 [SENSORY ORGANS: OPHTHALMOLOGICALS: ANTIINFECTIVES: Fluoroquinolones]; J01MA12 [ANTIINFECTIVES FOR SYSTEMIC USE: ANTIBACTERIALS FOR SYSTEMIC USE: QUINOLONE ANTIBACTERIALS: Fluoroquinolones]	Antibacterial	US-6806256-B2	Synthetic Small Molecule	Y	N	Single Stereoisomer	N	Y	Y	Y	Y	Prescription-only				C[C@H]1COc2c(N3CCN(C)CC3)c(F)cc4C(=O)C(=CN1c24)C(=O)O
79047	CHEMBL905	"Rizatriptan Sulfate (USAN); Rizatriptan Benzoate (FDA, USAN); Rizatriptan (BAN, INN);"	4	MK-462; MK-0462; MK-A462	Aurobindo Pharma Ltd; Teva Pharmaceuticals Usa; Jubilant Generics Ltd; Macleods Pharmaceuticals Ltd; Merck And Co Inc; Apotex Inc; Nostrum Laboratories Inc; Invagen Pharmaceuticals Inc; Natco Pharma Ltd; Alkem Laboratories Ltd	#NAME?	"antimigraine agents (5-HT1 receptor agonists),sumatriptan derivatives"	#NAME?	1996	1998	N02CC04	N02CC04 [NERVOUS SYSTEM: ANALGESICS: ANTIMIGRAINE PREPARATIONS: Selective serotonin (5HT1) agonists]	Antimigraine		Synthetic Small Molecule	Y	N	Achiral Molecule	N	Y	N	N	N	Prescription-only				CN(C)CCc1c[nH]c2ccc(Cn3cncn3)cc12
151415	CHEMBL92974	"Doxenitoin (DCF, INN, MI);"	0	SKF-2599		#NAME?	antiepileptics (hydantoin derivatives)	#NAME?							Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				O=C1NCNC1(c2ccccc2)c3ccccc3
50290	CHEMBL284092	Gepirone (INN); Gepirone HCl (USAN);	2	BMY-13805; ORG-13011; BMY-13805-1					1985		N06AX19	N06AX19 [NERVOUS SYSTEM: PSYCHOANALEPTICS: ANTIDEPRESSANTS: Other antidepressants]	Tranquilizer		Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				CC1(C)CC(=O)N(CCCCN2CCN(CC2)c3ncccn3)C(=O)C1
454214	CHEMBL444186	"Razoxane (BAN, INN, MI);"	4	ICI-59118; ICRF-159		#NAME?	alpha-adrenoceptor antagonists (benzodioxane derivatives)	#NAME?							Synthetic Small Molecule	Y	N	Racemic Mixture	N	N	N	N	N	Unknown				CC(CN1CC(=O)NC(=O)C1)N2CC(=O)NC(=O)C2
712102	CHEMBL1276138	"Farampator (INN, USAN);"	2	CX-691; SCH-900460; ORG-24448		#NAME?	ionotropic non-NMDA glutamate receptors (AMPA and/or KA receptors): modulators	#NAME?	2000						Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				O=C(N1CCCCC1)c2ccc3nonc3c2
1038220	CHEMBL1615209	Dexrabeprazole	4			#NAME?	antiulcer agents (benzimidazole derivatives)	#NAME?			A02BC07	A02BC07 [ALIMENTARY TRACT AND METABOLISM: DRUGS FOR ACID RELATED DISORDERS: DRUGS FOR PEPTIC ULCER AND GASTRO-OESOPHAGEAL REFLUX DISEASE (GORD): Proton pump inhibitors]			Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				COCCCOc1ccnc(C[S+]([O-])c2nc3ccccc3[nH]2)c1C
6243	CHEMBL72	"Desipramine (BAN, INN); Desipramine HCl (FDA, JAN, USAN, USP);"	4	EX-4355; G-35020; DMI; EX 4355; 18-8181; JB-8181; RMI-9384A	Actavis Totowa Llc; Us Pharmaceutical Holdings Ii Llc; Sanofi Aventis Us Llc; Usl Pharma Inc; Corepharma Llc; Sandoz Inc; Heritage Pharmaceuticals Inc; Amneal Pharmaceuticals Co Gmbh; Ani Pharmaceuticals Inc	#NAME?	antidepressants (imipramine type)	#NAME?	1962	1964	N06AA01	N06AA01 [NERVOUS SYSTEM: PSYCHOANALEPTICS: ANTIDEPRESSANTS: Non-selective monoamine reuptake inhibitors]	Antidepressant		Synthetic Small Molecule	Y	N	Achiral Molecule	N	Y	N	N	Y	Prescription-only				CNCCCN1c2ccccc2CCc3ccccc13
675133	CHEMBL1201182	"Temsirolimus (FDA, INN, USAN);"	4	CCI-779	Pf Prism Cv	#NAME?	"immunosuppressives: immunosuppressant, rapamycin derivatives"	#NAME?	2004	2007	L01XE09	L01XE09 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Protein kinase inhibitors]		US-5362718-A	Natural Product-derived	N	N	Single Stereoisomer	N	N	Y	N	N	Prescription-only				CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(/C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(/C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N4CCCC[C@H]4C(=O)O2)OC)CC[C@H]1OC(=O)C(C)(CO)CO
452686	CHEMBL471525	Fotretamine (INN);	0												Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				C1CN(CCO1)p2(np(np(n2)(N3CC3)N4CC4)(N5CC5)N6CC6)N7CC7
675546	CHEMBL1201624	"Beractant (BAN, FDA, USAN);"	4	A-60386X	Abbvie Inc	#NAME?	tachykinin (neurokinin) receptor antagonists	#NAME?	1989	1991			Pulmonary Surfactant		Unknown	Y	N	Single Stereoisomer	N	N	Y	N	N	Prescription-only				
150936	CHEMBL94127	"Methetoin (USAN); Metetoin (BAN, INN);"	0	N-3		#NAME?	antiepileptics (hydantoin derivatives)	#NAME?	1962				Anticonvulsant		Synthetic Small Molecule	Y	N	Racemic Mixture	N	N	N	N	N	Unknown				CCC1(N(C)C(=O)NC1=O)c2ccccc2
675561	CHEMBL1201636	"Hyaluronidase (BAN, FDA, INN, USAN, USP);"	4		Akorn Inc; Bausch And Lomb Inc; Baxter Healthcare Corp Anesthesia And Critical Care; Amphastar Pharmaceutical Inc	#NAME?	enzymes	#NAME?	2004	2004	B06AA03	B06AA03 [BLOOD AND BLOOD FORMING ORGANS: OTHER HEMATOLOGICAL AGENTS: OTHER HEMATOLOGICAL AGENTS: Enzymes]			Enzyme	Y	N	Single Stereoisomer	N	N	Y	N	N	Prescription-only				
13048	CHEMBL535	Sunitinib (INN); Sunitinib Malate (FDA);	4	SU-11248	Mylan Pharmaceuticals Inc; Cp Pharmaceuticals International Cv	#NAME?	tyrosine kinase inhibitors	#NAME?		2006	L01XE04	L01XE04 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Protein kinase inhibitors]		US-6573293-B2	Synthetic Small Molecule	Y	N	Achiral Molecule	N	Y	N	N	Y	Prescription-only				CCN(CC)CCNC(=O)c1c(C)[nH]c(\C=C\2/C(=O)Nc3ccc(F)cc23)c1C
282509	CHEMBL170988	"Phenformin HCl (MI, USP); Phenformin (BAN, INN);"	4			#NAME?	hypoglycemics (phenformin type)	#NAME?			A10BA01	"A10BA01 [ALIMENTARY TRACT AND METABOLISM: DRUGS USED IN DIABETES: BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS: Biguanides]"			Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Withdrawn	1977	United States; Germany; France	Severe Metabolic Acidosis	NC(=N)NC(=N)NCCc1ccccc1
27913	CHEMBL21799	Etoprine (USAN);	0						1977				Antineoplastic		Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				CCc1nc(N)nc(N)c1c2ccc(Cl)c(Cl)c2
151273	CHEMBL328560	"Sultiame (DCF, INN, JAN); Sulthiame (BAN, USAN);"	4	Riker 594					1962		N03AX03	N03AX03 [NERVOUS SYSTEM: ANTIEPILEPTICS: ANTIEPILEPTICS: Other antiepileptics]	Anticonvulsant		Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				NS(=O)(=O)c1ccc(cc1)N2CCCCS2(=O)=O
675556	CHEMBL1201484	"Sodium Polystyrene Sulfonate (FDA, USP);"	4		Carolina Medical Products Co; Paddock Laboratories Llc; West-Ward Pharmaceuticals International Ltd; Concordia Pharmaceuticals Inc; Citrusphrma Llc; Roxane Laboratories Inc; Nuvo Pharmaceutical Inc; Wockhardt Eu Operations (Swiss) Ag; Cedar Pharmaceuticals Llc; Morton Grove Pharmaceuticals Inc					1958	V03AE01	V03AE01 [VARIOUS: ALL OTHER THERAPEUTIC PRODUCTS: ALL OTHER THERAPEUTIC PRODUCTS: Drugs for treatment of hyperkalemia and hyperphosphatemia]	Ion-Exchange Resin (potassium)		Polymer	Y	N	Single Stereoisomer	N	Y	N	Y	N	Prescription-only				
675024	CHEMBL1201073	"Succimer (BAN, FDA, INN, USAN);"	4	DIM-SA; DMSA	Recordati Rare Diseases Inc	#NAME?	polymers	#NAME?	1978	1991			Diagnostic Aid		Synthetic Small Molecule	Y	N	Single Stereoisomer	N	Y	N	N	N	Prescription-only				OC(=O)[C@H](S)[C@H](S)C(=O)O
675514	CHEMBL1201526	Technetium Tc 99M (Pyro- And Trimeta-) Phosphates (USP); Technetium Tc-99M Pyro/Trimeta Phosphates Kit (FDA);	4		Pharmalucence Inc								Radioactive Agent		Unknown	Y	N	Single Stereoisomer	N	N	Y	N	N	Discontinued				
37184	CHEMBL27289	Croconazole (INN); Croconazole HCl (JAN);	0			#NAME?	systemic antifungals (miconazole type)	#NAME?							Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				Clc1cccc(COc2ccccc2C(=C)n3ccnc3)c1
84680	CHEMBL446143	"Ornithine (INN, MI);"	4												Synthetic Small Molecule	Y	N	Single Stereoisomer	N	N	N	N	N	Unknown				NCCC[C@H](N)C(=O)O
1278	CHEMBL23	"Diltiazem (BAN, INN); Diltiazem Malate (FDA, USAN); Diltiazem HCl (FDA, JAN, USAN, USP);"	4	MK-793; RG-83606	Apotex Inc.; Merck And Co Inc; Apothecon Inc Div Bristol Myers Squibb; Mylan Pharmaceuticals Inc; Actavis Laboratories Fl Inc; Ivax Pharmaceuticals Inc Sub Teva Pharmaceuticals Usa; Apotex Inc Etobicoke Site; Mylan Laboratories Ltd; Amphastar Pharmaceuticals Inc; Sun Pharma Global Fze	#NAME?	calcium channel blockers (diltiazem type)	#NAME?	1977	1982	C05AE03; C08DB01	C05AE03 [CARDIOVASCULAR SYSTEM: VASOPROTECTIVES: AGENTS FOR TREATMENT OF HEMORRHOIDS AND ANAL FISSURES FOR TOPICAL USE: Muscle relaxants]; C08DB01 [CARDIOVASCULAR SYSTEM: CALCIUM CHANNEL BLOCKERS: SELECTIVE CALCIUM CHANNEL BLOCKERS WITH DIRECT CARDIAC EFFECTS: Benzothiazepine derivatives]	"Antihypertensive,Vasodilator (coronary)"	US-6923984-B1	Synthetic Small Molecule	Y	N	Single Stereoisomer	N	Y	Y	N	N	Prescription-only				COc1ccc(cc1)[C@@H]2Sc3ccccc3N(CCN(C)C)C(=O)[C@@H]2OC(=O)C
752803	CHEMBL1328919	Clorophene (USAN); Clorofene (INN);	0						1965				Disinfectant		Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				Oc1ccc(Cl)cc1Cc2ccccc2
520053	CHEMBL483158	"Alisertib Sodium (USAN); Alisertib (INN, USAN);"	3	MLN-8237; MLN-8237-004		#NAME?	serine/threonine kinase inhibitors	#NAME?	2011						Synthetic Small Molecule	N	N	Achiral Molecule	N	N	N	N	N	Unknown				COc1cccc(F)c1C2=NCc3cnc(Nc4ccc(C(=O)O)c(OC)c4)nc3c5ccc(Cl)cc25
365276	CHEMBL216913	"Mitoguazone (DCF, INN, MI);"	3								L01XX16	L01XX16 [ANTINEOPLASTIC AND IMMUNOMODULATING AGENTS: ANTINEOPLASTIC AGENTS: OTHER ANTINEOPLASTIC AGENTS: Other antineoplastic agents]			Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				C\C(=N/N=C(N)N)\C=N\N=C(N)N
253572	CHEMBL358040	"Norfenefrine HCl (JAN); Norfenefrine (INN, MI);"	0	WV-569 [As Hydrochloride]							C01CA05	C01CA05 [CARDIOVASCULAR SYSTEM: CARDIAC THERAPY: CARDIAC STIMULANTS EXCL. CARDIAC GLYCOSIDES: Adrenergic and dopaminergic agents]			Synthetic Small Molecule	Y	N	Racemic Mixture	N	N	N	N	N	Unknown				NCC(O)c1cccc(O)c1
253146	CHEMBL358392	Tasuldine (INN);	0												Synthetic Small Molecule	Y	N	Achiral Molecule	N	N	N	N	N	Unknown				C(Sc1ncccn1)c2cccnc2
