MOLECULE_CHEMBL_ID	MOLECULE_NAME	MOLECULE_TYPE	FIRST_APPROVAL	MESH_ID	MESH_HEADING	EFO_ID	EFO_NAME	MAX_PHASE_FOR_IND	USAN_YEAR	REFS
CHEMBL1201585	Trastuzumab	Antibody	1998	D001943	BREAST NEOPLASMS	EFO:0003869	BREAST NEOPLASM	4		ClinicalTrials$$NCT00367471,NCT00826267,NCT00485979,NCT00243503,NCT00490139,NCT02213042,NCT01875666,NCT01160211,NCT02771795$$https://clinicaltrials.gov/search?id=%22NCT00367471%22OR%22NCT00826267%22OR%22NCT00485979%22OR%22NCT00243503%22OR%22NCT00490139%22OR%22NCT02213042%22OR%22NCT01875666%22OR%22NCT01160211%22OR%22NCT02771795%22
CHEMBL1201587	Alemtuzumab	Antibody	2001	D009103	MULTIPLE SCLEROSIS	EFO:0003885	MULTIPLE SCLEROSIS	4	1999	ClinicalTrials$$NCT01395316,NCT01624714,NCT01712945$$https://clinicaltrials.gov/search?id=%22NCT01395316%22OR%22NCT01624714%22OR%22NCT01712945%22####DailyMed$$setid=6236b0bc-82e9-4447-9a78-f57d94770269$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=6236b0bc-82e9-4447-9a78-f57d94770269
CHEMBL1201621	Somatropin	Protein	1976	D009134	MUSCULAR ATROPHY, SPINAL	HP:0007269	SPINAL MUSCULAR ATROPHY	2	1977	ClinicalTrials$$NCT00533221$$https://clinicaltrials.gov/search?id=%22NCT00533221%22
CHEMBL1201621	Somatropin	Protein	1976	D003550	CYSTIC FIBROSIS	Orphanet:586	CYSTIC FIBROSIS	1	1977	ClinicalTrials$$NCT00803179$$https://clinicaltrials.gov/search?id=%22NCT00803179%22
CHEMBL1201621	Somatropin	Protein	1976	D006333	HEART FAILURE	EFO:0003144	HEART FAILURE	2	1977	ClinicalTrials$$NCT01235273$$https://clinicaltrials.gov/search?id=%22NCT01235273%22
CHEMBL1201561	Peginterferon Alfa-2b	Protein	2001	D015464	LEUKEMIA, MYELOGENOUS, CHRONIC, BCR-ABL POSITIVE	EFO:0000339	CHRONIC MYELOGENOUS LEUKEMIA	3		ClinicalTrials$$NCT01657604,NCT00037882$$https://clinicaltrials.gov/search?id=%22NCT01657604%22OR%22NCT00037882%22
CHEMBL1201561	Peginterferon Alfa-2b	Protein	2001	D008545	MELANOMA	EFO:0000756	MELANOMA	4		ClinicalTrials$$NCT02112032,NCT00861406,NCT00457418,NCT00221702,NCT02155322$$https://clinicaltrials.gov/search?id=%22NCT02112032%22OR%22NCT00861406%22OR%22NCT00457418%22OR%22NCT00221702%22OR%22NCT02155322%22####DailyMed$$setid=3874c95c-092e-4cd5-b104-6ed2bc391b0e$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=3874c95c-092e-4cd5-b104-6ed2bc391b0e####DailyMed$$setid=738947e9-b8ae-4592-8c10-5e5bdcd451b9$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=738947e9-b8ae-4592-8c10-5e5bdcd451b9
CHEMBL1201561	Peginterferon Alfa-2b	Protein	2001	D009101	MULTIPLE MYELOMA	EFO:0001378	MULTIPLE MYELOMA	3		ClinicalTrials$$NCT00732641$$https://clinicaltrials.gov/search?id=%22NCT00732641%22
CHEMBL1201581	Infliximab	Antibody	1998	D001607	BERYLLIOSIS	EFO:0007168	BERYLLIOSIS	1	1996	ClinicalTrials$$NCT00111917$$https://clinicaltrials.gov/search?id=%22NCT00111917%22
CHEMBL1201509	Gonadotropin, Chorionic	Protein	1973	D001943	BREAST NEOPLASMS	EFO:0000305	BREAST CARCINOMA	3		ClinicalTrials$$NCT00808522$$https://clinicaltrials.gov/search?id=%22NCT00808522%22
CHEMBL1201823	Abatacept	Protein	2006	D009103	MULTIPLE SCLEROSIS	EFO:0003885	MULTIPLE SCLEROSIS	2	2004	ClinicalTrials$$NCT00035529$$https://clinicaltrials.gov/search?id=%22NCT00035529%22
CHEMBL1201823	Abatacept	Protein	2006	D020529	MULTIPLE SCLEROSIS, RELAPSING-REMITTING	EFO:0003929	RELAPSING-REMITTING MULTIPLE SCLEROSIS	2	2004	ClinicalTrials$$NCT01116427$$https://clinicaltrials.gov/search?id=%22NCT01116427%22
CHEMBL1201823	Abatacept	Protein	2006	D007154	IMMUNE SYSTEM DISEASES	EFO:0000540	IMMUNE SYSTEM DISEASE	4	2004	ATC$$L04AA24$$http://www.whocc.no/atc_ddd_index/?code=L04AA24
CHEMBL1201823	Abatacept	Protein	2006	D012507	SARCOIDOSIS	Orphanet:797	SARCOIDOSIS	2	2004	ClinicalTrials$$NCT00739960$$https://clinicaltrials.gov/search?id=%22NCT00739960%22
CHEMBL1201825	Ranibizumab	Antibody	2006	D016510	CORNEAL NEOVASCULARIZATION	EFO:1000880	CORNEAL NEOVASCULARIZATION	1	2002	ClinicalTrials$$NCT00769145,NCT00681889$$https://clinicaltrials.gov/search?id=%22NCT00769145%22OR%22NCT00681889%22
CHEMBL1201825	Ranibizumab	Antibody	2006	D009216	MYOPIA	HP:0000545	MYOPIA	1	2002	ClinicalTrials$$NCT01968486$$https://clinicaltrials.gov/search?id=%22NCT01968486%22
CHEMBL1201825	Ranibizumab	Antibody	2006	D018917	OPTIC NEUROPATHY, ISCHEMIC	EFO:1000809	ANTERIOR ISCHEMIC OPTIC NEUROPATHY	1	2002	ClinicalTrials$$NCT00561834$$https://clinicaltrials.gov/search?id=%22NCT00561834%22
CHEMBL1201828	Eculizumab	Antibody	2007	D006457	HEMOGLOBINURIA, PAROXYSMAL	Orphanet:447	PAROXYSMAL NOCTURNAL HEMOGLOBINURIA	4	2002	ClinicalTrials$$NCT01192399,NCT02946463,NCT01194804$$https://clinicaltrials.gov/search?id=%22NCT01192399%22OR%22NCT02946463%22OR%22NCT01194804%22####DailyMed$$setid=ebcd67fa-b4d1-4a22-b33d-ee8bf6b9c722$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ebcd67fa-b4d1-4a22-b33d-ee8bf6b9c722
CHEMBL1201830	Rilonacept	Protein	2008	D056587	CRYOPYRIN-ASSOCIATED PERIODIC SYNDROMES	Orphanet:208650	CRYOPYRIN-ASSOCIATED PERIODIC SYNDROME	4	2006	DailyMed$$setid=282f4099-e848-432a-bac1-e041c192a5ba$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=282f4099-e848-432a-bac1-e041c192a5ba
CHEMBL1201831	Certolizumab Pegol	Antibody	2008	D018856	CYSTITIS, INTERSTITIAL	EFO:1000869	CHRONIC INTERSTITIAL CYSTITIS	3	2003	ClinicalTrials$$NCT02497976$$https://clinicaltrials.gov/search?id=%22NCT02497976%22
CHEMBL1201834	Canakinumab	Antibody	2009	D015352	DRY EYE SYNDROMES	EFO:1000906	DRY EYE SYNDROME	2	2008	ClinicalTrials$$NCT01250171$$https://clinicaltrials.gov/search?id=%22NCT01250171%22
CHEMBL1201836	Ofatumumab	Antibody	2009	D016403	LYMPHOMA, LARGE B-CELL, DIFFUSE	EFO:0000403	DIFFUSE LARGE B-CELL LYMPHOMA	2	2009	ClinicalTrials$$NCT00622388$$https://clinicaltrials.gov/search?id=%22NCT00622388%22
CHEMBL1201865	Velaglucerase Alfa	Enzyme	2010	D005776	GAUCHER DISEASE	Orphanet:355	GAUCHER DISEASE	4	2007	ClinicalTrials$$NCT01614574,NCT00553631,NCT01842841,NCT02574286,NCT01685216$$https://clinicaltrials.gov/search?id=%22NCT01614574%22OR%22NCT00553631%22OR%22NCT01842841%22OR%22NCT02574286%22OR%22NCT01685216%22####DailyMed$$setid=ca02f7a4-ae4f-43c1-a06a-259fe4fcf9cf$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ca02f7a4-ae4f-43c1-a06a-259fe4fcf9cf
CHEMBL1237022	Tocilizumab	Antibody	2005	D049970	GRAVES OPHTHALMOPATHY	EFO:1001466	GRAVES OPHTHALMOPATHY	3	2004	ClinicalTrials$$NCT01297699$$https://clinicaltrials.gov/search?id=%22NCT01297699%22
CHEMBL1237022	Tocilizumab	Antibody	2005	D000690	AMYOTROPHIC LATERAL SCLEROSIS	EFO:0000253	AMYOTROPHIC LATERAL SCLEROSIS	2	2004	ClinicalTrials$$NCT02469896$$https://clinicaltrials.gov/search?id=%22NCT02469896%22
CHEMBL1237023	Denosumab	Antibody	2010	D001847	BONE DISEASES	EFO:0004260	BONE DISEASE	4	2005	ATC$$M05BX04$$http://www.whocc.no/atc_ddd_index/?code=M05BX04
CHEMBL1237025	Pegloticase	Enzyme	2010	D051436	RENAL INSUFFICIENCY, CHRONIC	EFO:0003884	CHRONIC KIDNEY DISEASE	1	2008	ClinicalTrials$$NCT01739660$$https://clinicaltrials.gov/search?id=%22NCT01739660%22
CHEMBL1201414	Tinzaparin Sodium	Oligosaccharide	2000	D015179	COLORECTAL NEOPLASMS	EFO:0000365	COLORECTAL ADENOCARCINOMA	3	1993	ClinicalTrials$$NCT01455831$$https://clinicaltrials.gov/search?id=%22NCT01455831%22
CHEMBL1738889	Enobosarm	Small molecule		D002289	CARCINOMA, NON-SMALL-CELL LUNG	EFO:0003060	NON-SMALL CELL LUNG CARCINOMA	3	2011	ClinicalTrials$$NCT01355484,NCT01355497$$https://clinicaltrials.gov/search?id=%22NCT01355484%22OR%22NCT01355497%22
CHEMBL412262	Ibipinabant	Small molecule		D003924	DIABETES MELLITUS, TYPE 2	EFO:0001360	TYPE II DIABETES MELLITUS	2	2007	ClinicalTrials$$NCT00541567$$https://clinicaltrials.gov/search?id=%22NCT00541567%22
CHEMBL412262	Ibipinabant	Small molecule		D009765	OBESITY	EFO:0001073	OBESITY	2	2007	ClinicalTrials$$NCT00388609$$https://clinicaltrials.gov/search?id=%22NCT00388609%22
CHEMBL109	Valproic Acid	Small molecule	1978	D010190	PANCREATIC NEOPLASMS	EFO:0002618	PANCREATIC CARCINOMA	2	1975	ClinicalTrials$$NCT01333631$$https://clinicaltrials.gov/search?id=%22NCT01333631%22
CHEMBL109	Valproic Acid	Small molecule	1978	D005910	GLIOMA	EFO:0000326	CENTRAL NERVOUS SYSTEM CANCER	1	1975	ClinicalTrials$$NCT00107458$$https://clinicaltrials.gov/search?id=%22NCT00107458%22
CHEMBL109	Valproic Acid	Small molecule	1978	D015179	COLORECTAL NEOPLASMS	EFO:0000365	COLORECTAL ADENOCARCINOMA	1	1975	ClinicalTrials$$NCT01898104$$https://clinicaltrials.gov/search?id=%22NCT01898104%22
CHEMBL106	Fluconazole	Small molecule	1990	D002181	CANDIDIASIS, VULVOVAGINAL	EFO:0007543	VULVOVAGINAL CANDIDIASIS	3	1988	ClinicalTrials$$NCT01891331,NCT01806623,NCT02679456$$https://clinicaltrials.gov/search?id=%22NCT01891331%22OR%22NCT01806623%22OR%22NCT02679456%22
CHEMBL106	Fluconazole	Small molecule	1990	D058387	CANDIDEMIA	EFO:1001282	CANDIDEMIA	3	1988	ClinicalTrials$$NCT00189709$$https://clinicaltrials.gov/search?id=%22NCT00189709%22
CHEMBL268501	Proquazone	Small molecule		D012216	RHEUMATIC DISEASES	EFO:0005755	RHEUMATIC DISEASE	4	1971	ATC$$M01AX13$$http://www.whocc.no/atc_ddd_index/?code=M01AX13
CHEMBL834	Pamidronic Acid	Small molecule	1991	D001847	BONE DISEASES	EFO:0004260	BONE DISEASE	4	1990	ATC$$M05BA03$$http://www.whocc.no/atc_ddd_index/?code=M05BA03####ClinicalTrials$$NCT00657852$$https://clinicaltrials.gov/search?id=%22NCT00657852%22
CHEMBL710	Finasteride	Small molecule	1992	D000505	ALOPECIA	EFO:0004191	ANDROGENETIC ALOPECIA	4	1989	ClinicalTrials$$NCT01052870,NCT02791243,NCT01231607$$https://clinicaltrials.gov/search?id=%22NCT01052870%22OR%22NCT02791243%22OR%22NCT01231607%22####DailyMed$$setid=00e934bb-c15b-490a-a852-839689a1231a$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=00e934bb-c15b-490a-a852-839689a1231a####DailyMed$$setid=8c02066b-e2fe-4d84-8210-6ab77ee9fdbc$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=8c02066b-e2fe-4d84-8210-6ab77ee9fdbc
CHEMBL1467	Allopurinol	Small molecule	1966	D006973	HYPERTENSION	EFO:0000537	HYPERTENSION	2	1964	ClinicalTrials$$NCT00288184,NCT02038179$$https://clinicaltrials.gov/search?id=%22NCT00288184%22OR%22NCT02038179%22
CHEMBL94	Physostigmine	Small molecule		D010146	PAIN	EFO:0003843	PAIN	3		ClinicalTrials$$NCT01394445$$https://clinicaltrials.gov/search?id=%22NCT01394445%22
CHEMBL1166	Argatroban	Small molecule	2000	D013927	THROMBOSIS	HP:0004419	RECURRENT THROMBOPHLEBITIS	4	1997	ATC$$B01AE03$$http://www.whocc.no/atc_ddd_index/?code=B01AE03
CHEMBL1166	Argatroban	Small molecule	2000	D013921	THROMBOCYTOPENIA	HP:0011874	HEPARIN-INDUCED THROMBOCYTOPENIA	4	1997	DailyMed$$setid=641c4c2b-87a3-44ca-a126-f83a4d58e988$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=641c4c2b-87a3-44ca-a126-f83a4d58e988####DailyMed$$setid=9c9616c0-a299-4fd5-c8ae-79e6db453595$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9c9616c0-a299-4fd5-c8ae-79e6db453595####DailyMed$$setid=35db0a86-76af-4f5e-a5c6-0a664f53f6da$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=35db0a86-76af-4f5e-a5c6-0a664f53f6da####ClinicalTrials$$NCT00861692,NCT00798525$$https://clinicaltrials.gov/search?id=%22NCT00861692%22OR%22NCT00798525%22####DailyMed$$setid=ad7a4516-210f-4ad9-af75-dc11b1376d50$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=ad7a4516-210f-4ad9-af75-dc11b1376d50####DailyMed$$setid=34fb6cda-e236-4803-b599-a9b048d33513$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=34fb6cda-e236-4803-b599-a9b048d33513####DailyMed$$setid=0cdf3f67-5bf3-4d58-b330-03febdc652bf$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0cdf3f67-5bf3-4d58-b330-03febdc652bf####DailyMed$$setid=cea3f6aa-cd1c-4152-98bb-bbb7b977497a$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=cea3f6aa-cd1c-4152-98bb-bbb7b977497a
CHEMBL1393	Spironolactone	Small molecule	1960	D002318	CARDIOVASCULAR DISEASES	EFO:0000319	CARDIOVASCULAR DISEASE	4		ATC$$C03DA01$$http://www.whocc.no/atc_ddd_index/?code=C03DA01
CHEMBL1393	Spironolactone	Small molecule	1960	D054144	HEART FAILURE, DIASTOLIC	EFO:1000899	DIASTOLIC HEART FAILURE	3		ClinicalTrials$$NCT00123955$$https://clinicaltrials.gov/search?id=%22NCT00123955%22
CHEMBL1393	Spironolactone	Small molecule	1960	D009369	NEOPLASMS	EFO:0000311	CANCER	2		ClinicalTrials$$NCT01867294,NCT02531412$$https://clinicaltrials.gov/search?id=%22NCT01867294%22OR%22NCT02531412%22
CHEMBL889	Palifosfamide	Small molecule		D009369	NEOPLASMS	EFO:0000311	CANCER	1	2008	ClinicalTrials$$NCT00421135,NCT00607711$$https://clinicaltrials.gov/search?id=%22NCT00421135%22OR%22NCT00607711%22
CHEMBL191886	Cicletanine	Small molecule		D006976	HYPERTENSION, PULMONARY	EFO:0001361	PULMONARY HYPERTENSION	2	1990	ClinicalTrials$$NCT00832507$$https://clinicaltrials.gov/search?id=%22NCT00832507%22
CHEMBL1503	Omeprazole	Small molecule	1989	D003922	DIABETES MELLITUS, TYPE 1	EFO:0001359	TYPE I DIABETES MELLITUS	3	1986	ClinicalTrials$$NCT01762644$$https://clinicaltrials.gov/search?id=%22NCT01762644%22
CHEMBL1503	Omeprazole	Small molecule	1989	D004381	DUODENAL ULCER	EFO:0004607	DUODENAL ULCER	3	1986	ClinicalTrials$$NCT00953381,NCT00952978$$https://clinicaltrials.gov/search?id=%22NCT00953381%22OR%22NCT00952978%22
CHEMBL1503	Omeprazole	Small molecule	1989	D001471	BARRETT ESOPHAGUS	EFO:0000280	BARRETT'S ESOPHAGUS	3	1986	ClinicalTrials$$NCT01566474$$https://clinicaltrials.gov/search?id=%22NCT01566474%22
CHEMBL1073	Glipizide	Small molecule	1984	D003924	DIABETES MELLITUS, TYPE 2	EFO:0001360	TYPE II DIABETES MELLITUS	4	1974	DailyMed$$setid=0a280a88-5973-4d0f-9b25-9be0c96e49c7$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=0a280a88-5973-4d0f-9b25-9be0c96e49c7####DailyMed$$setid=2e51d1ae-a486-4d7a-b5ee-2324c8c42fb2$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=2e51d1ae-a486-4d7a-b5ee-2324c8c42fb2####DailyMed$$setid=46056e8c-dc64-42e2-8c7f-0b82fbf63d4d$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=46056e8c-dc64-42e2-8c7f-0b82fbf63d4d####DailyMed$$setid=5135867d-28a3-4411-9422-2e98338f3f30$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=5135867d-28a3-4411-9422-2e98338f3f30####DailyMed$$setid=58a9975c-c442-4839-9809-93343e9a9e87$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=58a9975c-c442-4839-9809-93343e9a9e87####DailyMed$$setid=a65b4f46-5d70-45db-becc-d5b0f40110b3$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a65b4f46-5d70-45db-becc-d5b0f40110b3####DailyMed$$setid=a9f7dcc6-a64c-4ef7-a5d8-00831ecb00e5$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a9f7dcc6-a64c-4ef7-a5d8-00831ecb00e5####DailyMed$$setid=b4f55916-91a2-4171-a361-919e7cb329b0$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=b4f55916-91a2-4171-a361-919e7cb329b0####DailyMed$$setid=a5edf2f6-0956-403e-9608-e5f3b56b085b$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=a5edf2f6-0956-403e-9608-e5f3b56b085b####DailyMed$$setid=db62da3d-4865-4bf3-a22c-26849a85af68$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=db62da3d-4865-4bf3-a22c-26849a85af68####DailyMed$$setid=deb9ba3d-0141-4701-bd59-0fad505e0220$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=deb9ba3d-0141-4701-bd59-0fad505e0220####DailyMed$$setid=e1f70f24-1a4d-4861-9917-859bca58b865$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=e1f70f24-1a4d-4861-9917-859bca58b865####DailyMed$$setid=f19783e8-76bd-4403-b348-b30b449bb615$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f19783e8-76bd-4403-b348-b30b449bb615####FDA$$label/2015/020329s029lbl.pdf$$http://www.accessdata.fda.gov/drugsatfda_docs/label/2015/020329s029lbl.pdf####DailyMed$$setid=f5cb921a-9f66-4f23-acb5-9f480c026b39$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=f5cb921a-9f66-4f23-acb5-9f480c026b39####DailyMed$$setid=097424ef-612f-4bc2-809a-e5bb8eeae244$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=097424ef-612f-4bc2-809a-e5bb8eeae244####DailyMed$$setid=13be49d2-0ce9-a78a-e557-ded85ddc808f$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=13be49d2-0ce9-a78a-e557-ded85ddc808f####DailyMed$$setid=42308dd9-57c2-4416-a394-681f6733f566$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=42308dd9-57c2-4416-a394-681f6733f566####DailyMed$$setid=53304c65-6122-4f52-929d-4918ef911d61$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=53304c65-6122-4f52-929d-4918ef911d61####DailyMed$$setid=59909d47-da42-411c-8e79-fc867974a283$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=59909d47-da42-411c-8e79-fc867974a283####DailyMed$$setid=9b6ccd51-f4d5-4ed3-9fe3-3d3a26161aee$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=9b6ccd51-f4d5-4ed3-9fe3-3d3a26161aee####DailyMed$$setid=eed99b60-d043-4249-9b2a-f05e46fb588d$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=eed99b60-d043-4249-9b2a-f05e46fb588d####DailyMed$$setid=02b6b0e9-1796-4460-a7a2-017c36fd46a4$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=02b6b0e9-1796-4460-a7a2-017c36fd46a4####DailyMed$$setid=1191762c-16ba-0883-e054-00144ff88e88$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=1191762c-16ba-0883-e054-00144ff88e88####DailyMed$$setid=4444baef-6cea-469d-b0a4-164a4b8b3c5f$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=4444baef-6cea-469d-b0a4-164a4b8b3c5f####DailyMed$$setid=73290450-b243-4127-a07b-6835c5eb44ec$$http://dailymed.nlm.nih.gov/dailymed/drugInfo.cfm?setid=73290450-b243-4127-a07b-6835c5eb44ec
CHEMBL345714	Acipimox	Small molecule		D024821	METABOLIC SYNDROME X	EFO:0000195	METABOLIC SYNDROME	2		ClinicalTrials$$NCT00759291$$https://clinicaltrials.gov/search?id=%22NCT00759291%22
CHEMBL287631	Progabide	Small molecule		D004827	EPILEPSY	EFO:0000474	EPILEPSY	4	1984	ATC$$N03AG05$$http://www.whocc.no/atc_ddd_index/?code=N03AG05
CHEMBL972	Selegiline	Small molecule	1989	D010300	PARKINSON DISEASE	EFO:0002508	PARKINSON'S DISEASE	4	1992	ClinicalTrials$$NCT00640159$$https://clinicaltrials.gov/search?id=%22NCT00640159%22####ATC$$N04BD01$$http://www.whocc.no/atc_ddd_index/?code=N04BD01
CHEMBL431770	Istradefylline	Small molecule		D019966	SUBSTANCE-RELATED DISORDERS	EFO:0003890	DRUG DEPENDENCE	1	2003	ClinicalTrials$$NCT02609477$$https://clinicaltrials.gov/search?id=%22NCT02609477%22
CHEMBL154	Naproxen	Small molecule	1976	D018771	ARTHRALGIA	HP:0002829	ARTHRALGIA	4	1970	ATC$$M02AA12$$http://www.whocc.no/atc_ddd_index/?code=M02AA12
CHEMBL154	Naproxen	Small molecule	1976	D049310	DISTAL MYOPATHIES	Orphanet:609	TIBIAL MUSCULAR DYSTROPHY	1	1970	ClinicalTrials$$NCT01659372$$https://clinicaltrials.gov/search?id=%22NCT01659372%22
CHEMBL154	Naproxen	Small molecule	1976	D001171	ARTHRITIS, JUVENILE	EFO:0002609	CHRONIC CHILDHOOD ARTHRITIS	3	1970	ClinicalTrials$$NCT00652925$$https://clinicaltrials.gov/search?id=%22NCT00652925%22
CHEMBL19449	Ibudilast	Small molecule		D019969	AMPHETAMINE-RELATED DISORDERS	EFO:0004701	METAMPHETAMINE DEPENDENCE	1		ClinicalTrials$$NCT01217970$$https://clinicaltrials.gov/search?id=%22NCT01217970%22
CHEMBL16	Phenytoin	Small molecule	1953	D009902	OPTIC NEURITIS	EFO:0007405	OPTIC NEURITIS	2	1975	ClinicalTrials$$NCT02939937$$https://clinicaltrials.gov/search?id=%22NCT02939937%22
CHEMBL672	Fenofibrate	Small molecule	1993	D052439	LIPID METABOLISM DISORDERS	Orphanet:309005	DISORDER OF LIPID METABOLISM	3		ClinicalTrials$$NCT00504829,NCT02066207,NCT00928694,NCT01674712$$https://clinicaltrials.gov/search?id=%22NCT00504829%22OR%22NCT02066207%22OR%22NCT00928694%22OR%22NCT01674712%22
CHEMBL672	Fenofibrate	Small molecule	1993	D009101	MULTIPLE MYELOMA	EFO:0001378	MULTIPLE MYELOMA	2		ClinicalTrials$$NCT01965834$$https://clinicaltrials.gov/search?id=%22NCT01965834%22
CHEMBL192	Sildenafil	Small molecule	1998	D006333	HEART FAILURE	EFO:0003144	HEART FAILURE	3	1997	ClinicalTrials$$NCT00763867,NCT01185925,NCT01936350,NCT00975494$$https://clinicaltrials.gov/search?id=%22NCT00763867%22OR%22NCT01185925%22OR%22NCT01936350%22OR%22NCT00975494%22
CHEMBL192	Sildenafil	Small molecule	1998	D001157	ARTERIAL OCCLUSIVE DISEASES	HP:0005315	OCCLUSIVE ARTERIAL DISEASE	3	1997	ClinicalTrials$$NCT02930811,NCT02832570$$https://clinicaltrials.gov/search?id=%22NCT02930811%22OR%22NCT02832570%22
CHEMBL192	Sildenafil	Small molecule	1998	D006501	HEPATIC ENCEPHALOPATHY	HP:0002480	HEPATIC ENCEPHALOPATHY	1	1997	ClinicalTrials$$NCT02028429$$https://clinicaltrials.gov/search?id=%22NCT02028429%22
CHEMBL192	Sildenafil	Small molecule	1998	D003550	CYSTIC FIBROSIS	Orphanet:586	CYSTIC FIBROSIS	2	1997	ClinicalTrials$$NCT00659529,NCT02057458,NCT02626182,NCT01132482$$https://clinicaltrials.gov/search?id=%22NCT00659529%22OR%22NCT02057458%22OR%22NCT02626182%22OR%22NCT01132482%22
CHEMBL979	Meprobamate	Small molecule	1955	D001007	ANXIETY	EFO:0005230	ANXIETY	4		ATC$$N05BC01$$http://www.whocc.no/atc_ddd_index/?code=N05BC01####ATC$$N05BC51$$http://www.whocc.no/atc_ddd_index/?code=N05BC51
CHEMBL160	Cyclosporine	Protein	1983	D009190	MYELODYSPLASTIC SYNDROMES	EFO:0000198	MYELODYSPLASTIC SYNDROME	2	1981	ClinicalTrials$$NCT00005937,NCT01129739$$https://clinicaltrials.gov/search?id=%22NCT00005937%22OR%22NCT01129739%22
CHEMBL160	Cyclosporine	Protein	1983	D016553	PURPURA, THROMBOCYTOPENIC, IDIOPATHIC	EFO:0007160	AUTOIMMUNE THROMBOCYTOPENIC PURPURA	3	1981	ClinicalTrials$$NCT00713193,NCT02203422$$https://clinicaltrials.gov/search?id=%22NCT00713193%22OR%22NCT02203422%22
CHEMBL160	Cyclosporine	Protein	1983	D016757	DEATH, SUDDEN, CARDIAC	EFO:0004278	SUDDEN CARDIAC ARREST	3	1981	ClinicalTrials$$NCT01595958$$https://clinicaltrials.gov/search?id=%22NCT01595958%22
CHEMBL302795	Tenoxicam	Small molecule		D012216	RHEUMATIC DISEASES	EFO:0005755	RHEUMATIC DISEASE	4	1987	ATC$$M01AC02$$http://www.whocc.no/atc_ddd_index/?code=M01AC02
CHEMBL439	Sulfadiazine	Small molecule	1941	D007239	INFECTION	EFO:0000544	INFECTION	1	1975	ClinicalTrials$$NCT02116010$$https://clinicaltrials.gov/search?id=%22NCT02116010%22
CHEMBL74415	Cannabinol	Small molecule		D010146	PAIN	EFO:0003843	PAIN	3		ClinicalTrials$$NCT02892591$$https://clinicaltrials.gov/search?id=%22NCT02892591%22
CHEMBL74415	Cannabinol	Small molecule		D009437	NEURALGIA	EFO:0005762	NEUROPATHIC PAIN	1		ClinicalTrials$$NCT00254761$$https://clinicaltrials.gov/search?id=%22NCT00254761%22
CHEMBL1471	Aprepitant	Small molecule	2003	D009293	OPIOID-RELATED DISORDERS	EFO:0005611	OPIOID DEPENDENCE	1	2000	ClinicalTrials$$NCT01527994$$https://clinicaltrials.gov/search?id=%22NCT01527994%22
